x,wpdf,fpdf,supdf,sppdf
2.359185918591859,0.33585724497899505,0.23423697499398372,0.20808678892382468,0.267889881950209
2.36051105110511,0.33587158357229707,0.23426196284367956,0.20817754871894117,0.26797251496749513
2.3618361836183617,0.33588547178666,0.23428677234121956,0.20826812848133,0.26805484587083794
2.363161316131613,0.33589891007210865,0.23431140363246442,0.20835852818805953,0.2681368747337644
2.3644864486448642,0.33591189887970846,0.23433585686342498,0.20844874781666412,0.26821860163064964
2.3658115811581157,0.3359244386615587,0.23436013218026272,0.208538787345143,0.2683000266367158
2.367136713671367,0.3359365298707893,0.23438422972928785,0.20862864675195936,0.2683811498280291
2.3684618461846183,0.3359481729615561,0.23440814965695925,0.2087183260160397,0.2684619712814987
2.36978697869787,0.33595936838903473,0.2344318921098837,0.20880782511677307,0.26854249107487443
2.371112111211121,0.3359701166094181,0.23445545723481473,0.20889714403401058,0.2686227092867449
2.3724372437243724,0.3359804180799103,0.23447884517865247,0.208986282748064,0.26870262599653555
2.3737623762376234,0.3359902732587219,0.2345020560884425,0.20907524123970556,0.2687822412845064
2.375087508750875,0.335999682605067,0.23452509011137515,0.20916401949016683,0.2688615552317506
2.3764126412641264,0.33600864657915636,0.2345479473947851,0.2092526174811383,0.26894056792019233
2.3777377737773775,0.3360171656421939,0.2345706280861504,0.20934103519476793,0.2690192794325843
2.379062906290629,0.33602524025637315,0.23459313233309154,0.20942927261366148,0.26909768985250687
2.38038803880388,0.3360328708848704,0.23461546028337119,0.20951732972088075,0.26917579926436497
2.3817131713171316,0.33604005799184145,0.2346376120848932,0.20960520649994313,0.26925360775338686
2.383038303830383,0.3360468020424177,0.23465958788570207,0.20969290293482098,0.2693311154056222
2.384363436343634,0.33605310350269996,0.23468138783398176,0.20978041900994085,0.2694083223079395
2.3856885688568856,0.33605896283975434,0.23470301207805572,0.20986775471018232,0.2694852285480249
2.3870137013701367,0.3360643805216092,0.23472446076638534,0.20995491002087774,0.26956183421437996
2.388338833883388,0.3360693570172484,0.23474573404757018,0.21004188492781117,0.26963813939631925
2.3896639663966397,0.3360738927966078,0.23476683207034638,0.2101286794172178,0.26971414418396916
2.3909890989098908,0.3360779883305711,0.23478775498358637,0.21021529347578283,0.2697898486682652
2.3923142314231423,0.3360816440909644,0.23480850293629818,0.21030172709064124,0.2698652529409512
2.3936393639363933,0.3360848605505522,0.23482907607762457,0.21038798024937627,0.26994035709457576
2.394964496449645,0.3360876381830334,0.23484947455684266,0.2104740529400197,0.27001516122249175
2.396289628962896,0.3360899774630353,0.23486969852336262,0.21055994515104975,0.2700896654188537
2.3976147614761474,0.33609187886611047,0.2348897481267275,0.21064565687139172,0.2701638697786157
2.398939893989399,0.33609334286873144,0.2349096235166125,0.2107311880904161,0.2702377743975301
2.40026502650265,0.3360943699482868,0.23492932484282383,0.2108165387979384,0.2703113793721448
2.4015901590159014,0.33609496058307603,0.23494885225529868,0.21090170898421812,0.2703846847998018
2.4029152915291525,0.33609511525230573,0.23496820590410367,0.21098669863995817,0.2704576907786355
2.404240424042404,0.3360948344360846,0.23498738593943508,0.2110715077563039,0.27053039740757007
2.4055655565556555,0.33609411861541927,0.23500639251161734,0.21115613632484262,0.27060280478631776
2.4068906890689066,0.3360929682722094,0.23502522577110313,0.21124058433760254,0.27067491301537744
2.408215821582158,0.336091383889244,0.23504388586847189,0.211324851787052,0.27074672219603213
2.409540954095409,0.336089365950196,0.23506237295442953,0.21140893866609892,0.27081823243034703
2.4108660866086606,0.33608691493961884,0.23508068717980807,0.21149284496809,0.27088944382116814
2.412191219121912,0.336084031342941,0.23509882869556414,0.2115765706868097,0.2709603564721198
2.413516351635163,0.3360807156464623,0.23511679765277896,0.21166011581647978,0.27103097048760283
2.4148414841484147,0.3360769683373493,0.23513459420265764,0.2117434803517583,0.27110128597279287
2.4161666166616658,0.33607278990363093,0.23515221849652782,0.21182666428773905,0.27117130303363823
2.4174917491749173,0.33606818083419326,0.23516967068583994,0.21190966761995056,0.27124102177685805
2.4188168816881688,0.33606314161877643,0.23518695092216582,0.21199249034435558,0.27131044230994045
2.42014201420142,0.3360576727479698,0.23520405935719835,0.21207513245735,0.27137956474113994
2.4214671467146713,0.33605177471320635,0.23522099614275072,0.2121575939557623,0.2714483891794767
2.4227922792279224,0.33604544800676034,0.23523776143075564,0.21223987483685292,0.2715169157347338
2.424117411741174,0.3360386931217414,0.23525435537326497,0.21232197509831321,0.2715851445174552
2.4254425442544254,0.3360315105520909,0.23527077812244843,0.2124038947382647,0.27165307563894453
2.4267676767676765,0.3360239007925768,0.2352870298305939,0.21248563375525842,0.27172070921126235
2.428092809280928,0.3360158643387902,0.23530311065010576,0.2125671921482742,0.27178804534722467
2.429417941794179,0.33600740168714066,0.23531902073350464,0.21264856991671965,0.2718550841604014
2.4307430743074305,0.33599851333485187,0.2353347602334271,0.21272976706042987,0.2719218257651134
2.432068206820682,0.3359891997799564,0.23535032930262428,0.212810783579666,0.2719882702764317
2.433393339333933,0.3359794615212934,0.23536572809396167,0.212891619475115,0.2720544178101745
2.4347184718471846,0.3359692990585018,0.2353809567604184,0.21297227474788866,0.2721202684829062
2.4360436043604357,0.33595871289201856,0.23539601545508657,0.21305274939952293,0.27218582241193495
